smiles,subpocket,bool_pains,bool_brenk,bool_ro3,bool_qed,qed,bool_bb,bool_syba,syba,retro_count,bool_retro
CC(C)n1cnc2cncnc21,AP,1,1,1,1,0.6363187506013845,0,1,25.776940279280524,,
CCCCNc1ncc2cn[nH]c2n1,AP,1,0,0,1,0.7196512867385867,0,1,37.25767959372038,,
CCCCNc1nccc(N)n1,AP,1,0,0,1,0.6610383163478671,0,1,47.65425262989739,,
O=C1CCCCNc2ncc3ccn(c3n2)CCCN1,AP,1,1,0,1,0.7633710723002689,0,0,-48.52909635271885,,
NC(=O)c1ncc[nH]1,AP,1,1,0,1,0.5128254311845627,0,1,19.172073175244552,,
CNS(=O)(=O)c1ccc2c(c1)CC(=O)N2,AP,1,1,0,1,0.7500463212537136,0,1,45.88964919406906,,
CS(=O)(=O)c1ccc2c(c1)CC(=O)N2,AP,1,1,0,1,0.7388541960821317,0,1,37.57079001680378,,
Cc1cnc2ccccc2c1,AP,1,1,1,1,0.5519055037199659,1,1,53.44240044072394,2.0,1.0
Sc1ccc2ncccc2c1,AP,1,0,1,1,0.5857003735891695,0,1,18.65476228104047,,
FC(F)(F)c1ccc2nccnc2c1,AP,1,1,1,1,0.6498418456997441,0,1,51.22788439708121,,
COc1cnc2c(N)ccnc2c1,AP,1,1,0,1,0.7074490127268824,0,1,26.921687974942106,,
O=c1c2ccccc2ccc2ncccc12,AP,1,1,1,1,0.5669906213972664,0,1,46.39611247476697,,
CCc1ccc2ncccc2c1,AP,1,1,1,1,0.6199049022830793,1,1,64.7419975113864,0.0,0.0
Nc1cc(C(F)(F)F)cc2ncccc12,AP,1,0,1,1,0.6817208544650085,0,1,41.353865022553016,,
FC(F)(F)c1ncc2cccnc2n1,AP,1,1,1,1,0.651217295402963,0,1,38.39342293153224,,
Nc1ncc2ccoc2c1O,AP,1,1,0,1,0.5897084704966266,0,1,14.888611974362789,,
c1ccc(-c2ncccn2)cc1,AP,1,1,1,1,0.6317729528591786,1,1,46.913096950813895,0.0,0.0
O=C(O)Nc1ccccc1,AP,1,1,1,1,0.6193250852042754,1,1,26.440530934704906,0.0,0.0
COc1cnc2ccccc2c1,AP,1,1,1,1,0.6362244803453474,0,1,57.512626762346365,,
CCn1ccc2ncccc2c1=O,AP,1,1,1,1,0.6548823080261188,0,1,57.3301640754365,,
COc1ccccc1,AP,1,1,1,1,0.5316253154127668,1,1,34.591252979338954,242.0,1.0
NC(=O)c1ccsc1N,AP,1,1,0,1,0.5965705742077709,1,1,24.44068318362525,,
Nc1c[nH]nc1-c1ccccn1,AP,1,1,0,1,0.6548494123517871,0,1,31.537186637239625,,
CN1C(=O)c2sccc2N(C)c2nc(N)ncc21,AP,1,1,0,1,0.7770299556135112,0,1,4.367024117159863,,
COc1cc2c(N)c(C#N)cnc2cc1O,AP,1,1,0,1,0.7496596432208149,0,1,25.718971299230862,,
Cc1nccc(Nc2nccs2)n1,AP,1,1,0,1,0.7900926386095471,0,1,57.85478760295637,,
Nc1ncc(C(F)(F)F)c(N)n1,AP,1,1,0,1,0.6112265232501427,0,1,20.79622840967244,,
Nc1ncnc2cc(O)cc(O)c12,AP,1,1,0,1,0.5482628776098761,0,1,18.521007417210885,,
Cc1cc(C)c(C[C@H]2C(=O)Nc3ccc(F)cc32)[nH]1,AP,1,1,0,1,0.8540039363158204,0,1,22.2064883489584,,
N#Cc1cnc2ccc(N)cc2c1N,AP,1,0,0,1,0.6031921712205041,0,1,35.83112375075842,,
Nc1ncc2c(=O)[nH][nH]c2n1,AP,1,1,0,0,0.4597512677791772,0,1,9.091079218982168,,
Cn1ncc2c1-c1nc(N)ncc1CC2(C)C,AP,1,1,0,1,0.7387279676875568,0,0,-1.4580231072745558,,
Nc1nccnc1-c1ccccc1,AP,1,1,1,1,0.7103828943707656,1,1,33.24466839091777,0.0,0.0
Nc1nccnc1N1CCCCC1,AP,1,1,0,1,0.6979862058352387,0,1,35.15525468963418,,
Nc1ncc(O)cn1,AP,1,1,0,0,0.4844747443041593,1,1,12.219630369273307,,
CCn1c(=O)ccc2cnc(N)nc21,AP,1,1,0,1,0.7056449265670108,0,1,25.510879031412948,,
CCNc1ncc2ccc(=O)[nH]c2n1,AP,1,1,0,1,0.732649109047015,0,1,29.494953751865012,,
CNc1ncc2ccc(=O)[nH]c2n1,AP,1,1,0,1,0.6577193346681939,0,1,20.926972744662468,,
CNc1ccnc(N)n1,AP,1,1,0,1,0.5569791707820108,1,1,30.287294941011485,,
CC1(C)c2[nH]nc(NC=O)c2CN1C=O,AP,1,0,0,1,0.6956226292510118,0,0,-27.0315830300132,,
CCN,AP,1,1,1,0,0.4062370953898832,1,1,5.092217189432304,,
Brc1cnc2nc[nH]c2c1,AP,1,1,1,1,0.6995654942478055,1,1,34.153225479096925,0.0,0.0
O=Cc1ccc2c(c1)/C(=C(\c1ccccc1)c1ncc[nH]1)C(=O)N2,AP,1,0,0,1,0.57577787681894,0,1,26.941634825152178,,
C[C@H]1C(=O)Nc2ccc(F)cc21,AP,1,1,1,1,0.624398649458776,0,1,4.135483613436458,,
Nc1nccnc1N,AP,1,1,0,0,0.4777611922776153,0,1,16.424298957907222,,
Nc1ncc(Br)c(N)n1,AP,1,1,0,1,0.6187185795183503,0,1,22.3016681024189,,
CCC1=c2cc(O)ccc2=NC1=O,AP,1,1,1,1,0.6583346805779838,0,0,-1.5857561094515915,,
CC[C@H]1C(=O)Nc2ccccc21,AP,1,1,1,1,0.6712681072480746,0,1,0.7563407047174522,,
CC1=c2cc(NC(N)=O)ccc2=NC1=O,AP,1,1,0,1,0.6448828166659134,0,1,18.50762331786835,,
NC(=O)c1n[nH]c2c1CCc1cnc(N)nc1-2,AP,1,1,0,1,0.6171063635935327,0,1,24.568387369213408,,
COc1ccc2ncc3c(N)nccc3c2c1,AP,1,0,0,1,0.6457248335519116,0,1,39.550220384393796,,
COc1cc2ncc3c(N)nccc3c2cc1OC,AP,1,0,0,1,0.7117877305656993,0,1,36.62959859304667,,
O=c1[nH]cc(C#CC2CC2)c2ncc3ccccc3c12,AP,1,0,1,1,0.4987757641815061,0,1,25.765984661523923,,
O=c1[nH]ccc2ccccc12,AP,1,1,1,1,0.5986881320129136,1,1,37.56946665426815,94.0,1.0
Cn1ccc2c(N)ncnc21,AP,1,1,1,1,0.5931799319976649,1,1,28.249430483032487,0.0,0.0
Cc1nc(N)c2ccn(C)c2n1,AP,1,1,1,1,0.6246362253213364,0,1,28.824799943595195,,
O=c1ccoc2c(-c3ccccc3)cccc12,AP,1,1,0,1,0.6307722261623976,0,1,29.828308745281333,,
CC(=O)c1ccccc1,AP,1,1,1,1,0.5170467542625543,1,1,38.845801198232316,266.0,1.0
Oc1ccc(Br)cc1,AP,1,1,1,1,0.6366834808262342,1,1,29.726792005619178,106.0,1.0
Cc1ccncc1,AP,1,1,1,0,0.4719983679006756,1,1,26.636077101778625,,
Cc1cccc(-c2cnccn2)c1,AP,1,1,1,1,0.6565711477527443,0,1,55.56661520943785,,
Clc1ccc(-c2onc3ccccc23)cc1,AP,1,1,0,1,0.6266308985958802,0,1,52.1115431324881,,
FC(F)(F)c1ccccc1,AP,1,1,1,1,0.5274607455911079,1,1,36.437699073802,242.0,1.0
c1ccc(-c2c[nH]c3ccccc23)cc1,AP,1,1,0,1,0.6040935790801766,0,1,49.39763884944693,,
Cc1ccc2sc3c(=O)[nH]cnc3c2c1,AP,1,1,1,1,0.6270117023586184,0,1,36.54365040627674,,
O=c1[nH]cnc2c1sc1ccc(Cl)cc12,AP,1,1,1,1,0.6524578552204652,0,1,40.031214628338326,,
Cc1ccc(-c2ccc3ccccc3c2)o1,AP,1,1,0,1,0.5770279698576293,0,1,59.114366474192494,,
Brc1ccc2occc2c1,AP,1,1,0,1,0.6314608363758356,1,1,50.16953432172946,,
COc1cc(Br)cc2ccoc12,AP,1,1,0,1,0.7457580467995641,0,1,37.28813812292928,,
Nc1cncc(-c2ccc3occc3c2)n1,AP,1,1,0,1,0.6710826935364155,0,1,45.11954726203739,,
c1ccc(-c2n[nH]c3ncccc23)cc1,AP,1,1,1,1,0.6480917393206026,0,1,52.103206889044245,,
Cc1c[nH]c2ccccc12,AP,1,1,1,1,0.5649684553619617,1,1,37.17466881669269,0.0,0.0
Oc1ccc(Cl)cc1,AP,1,1,1,1,0.5671077548351335,1,1,25.75352107550546,192.0,1.0
Oc1cccc2cccnc12,AP,1,1,1,1,0.614103356782718,1,1,40.33376219070917,4.0,1.0
Cc1cccc(C(F)(F)F)c1,AP,1,1,0,1,0.546827691373411,1,1,47.48608608395407,,
FC(F)(F)Oc1ccccc1,AP,1,1,1,1,0.6161869793338142,1,1,45.075933393090715,252.0,1.0
O=c1[nH]cnc2c1oc1ccc(Br)cc12,AP,1,1,1,1,0.6786515085391999,0,1,44.2184390624844,,
CC(C)(C)C,AP,1,1,1,0,0.4105781835342534,1,1,11.33898174575638,,
c1ccsc1,AP,1,1,1,0,0.4489266460144337,1,1,9.194709627715325,,
Fc1ccccn1,AP,1,0,1,0,0.44338198159902503,1,1,24.857630129563503,,
Cc1cccc(OC(C)C)c1,AP,1,1,1,1,0.6295311826395145,1,1,59.35936352151575,0.0,0.0
Cc1ccc(O)c([N+2](#[O+])[O-])c1,AP,1,0,0,0,0.4575272063368808,0,1,23.227167717852826,,
CCNc1cccc2c1C(=O)c1c(O)ccc(O)c1C2=O,AP,0,0,0,1,0.6281845152468981,0,1,28.055908371155528,,
O=c1[nH]ccc2ncnc(Nc3ccccc3)c12,AP,1,1,0,1,0.7165212804895742,0,1,63.19114875221239,,
O=CNc1ccc(F)cc1,AP,1,0,1,1,0.6161775917187738,1,1,25.55626378244204,,
Nc1ccc(F)cc1,AP,1,0,1,1,0.5030676848790228,1,1,25.644628327631864,,
Nc1c[nH]c2ncc(-c3ccccc3F)cc12,AP,1,1,1,1,0.6711127605509931,0,1,28.09378590101921,,
c1ccc2ccccc2c1,AP,1,1,1,1,0.5114311994891171,1,1,27.06630754652044,244.0,1.0
Clc1ccc2c(c1)Nc1ccccc1O2,AP,1,1,0,1,0.6097617059145659,0,1,26.813460003248235,,
CC(=O)Nc1nc(C=O)cs1,AP,1,0,1,1,0.6710456384575164,0,1,30.33065789847789,,
O=Cc1ccc(F)c(-c2c(F)cccc2F)n1,AP,1,0,1,1,0.7513613935727798,0,1,18.90655488078208,,
Nc1ccc(N)c2c1C(=O)c1c(O)ccc(O)c1C2=O,AP,0,0,0,0,0.35681972395939343,0,1,11.864126610305144,,
Nc1cccc2c1C(=O)c1c(O)ccc(O)c1C2=O,AP,0,0,0,0,0.4167301493569221,0,1,15.842486680641954,,
Fc1cccc(F)c1-c1ccc2n[nH]cc2c1,AP,1,1,0,1,0.6804654782233055,0,1,39.18471350504292,,
c1cnc(-c2c[nH]c3ccccc23)nc1,AP,1,1,1,1,0.6480917393206026,0,1,56.79773078913687,,
Fc1cccc(F)c1-c1ccc2[nH]ncc2c1,AP,1,1,0,1,0.6804654782233055,0,1,40.27435049933316,,
c1ccc2ncc(-c3[nH]nc4ccccc34)cc2c1,AP,1,1,0,1,0.5541805180060314,0,1,54.710712362440255,,
c1ccc(-c2c[nH]c3ccccc23)nc1,AP,1,1,0,1,0.6326173123272912,0,1,59.02073054660833,,
NC(=O)c1csc(-c2c(F)cccc2F)n1,AP,1,1,1,1,0.8742648144218211,0,1,46.71996361642663,,
Cc1[nH]nc2cnccc12,AP,1,1,1,1,0.5875133881718076,0,1,37.48350383693353,,
c1ccc(-c2n[nH]c3cnccc23)nc1,AP,1,1,1,1,0.6473789295391943,0,1,36.691355226749224,,
Nc1ccc(-c2ccccc2F)nc1C=O,AP,1,0,1,1,0.7833035562405819,0,1,19.725787700213736,,
Cn1cnc2ccccc2c1=O,AP,1,1,1,1,0.5743423431787908,1,1,49.13022444967932,0.0,0.0
Cn1c(-c2ccccc2)cc2c(Cl)cc(C(N)=O)nc21,AP,1,1,0,1,0.7866408721906318,0,1,41.51136826067079,,
Clc1ccccc1Cl,AP,1,1,1,1,0.5285863388321962,1,1,26.914678708068127,170.0,1.0
Clc1ccc2[nH]ccc2c1,AP,1,1,1,1,0.5961550779996849,1,1,48.234504536058594,70.0,1.0
Fc1cccc(F)c1-c1ccc2cncn2n1,AP,1,1,1,1,0.6441279543634886,0,1,24.751098595758855,,
Nc1cccc2ncccc12,AP,1,0,1,1,0.5725810426076291,1,1,37.198079725837054,,
Cc1csc(C#N)c1C,AP,1,1,1,1,0.5376192604584475,0,1,15.225175514510868,,
Cc1ccc(C)cc1,AP,1,1,1,0,0.475757685340321,1,1,22.7957941175747,,
Cc1csc2nc(C3CC3)nc(C)c12,AP,1,1,0,1,0.712611158534673,0,1,29.361951562615193,,
Brc1ccsc1Br,AP,1,1,0,1,0.6543271825003024,1,1,23.18259567250858,,
Sc1ccc(Cl)cc1,AP,1,0,1,1,0.5321150771055563,1,0,-0.6747841143979261,,
COc1cccc(C)c1OC,AP,1,1,1,1,0.6450116473288806,1,1,41.93122399588191,2.0,1.0
Brc1ccc2[nH]ccc2c1,AP,1,1,1,1,0.6661413067399449,1,1,52.96792315738858,64.0,1.0
Cc1cccc2cnccc12,AP,1,1,1,1,0.5519055037199659,1,1,44.07900516433004,2.0,1.0
O=C1Cc2cc(Cl)ccc2N1,AP,1,1,1,1,0.6278148486894898,1,1,15.845503907079447,0.0,0.0
Cn1cc(-c2ccc(CO)cc2)c2c(Cl)ccnc21,AP,1,1,0,1,0.776520910295894,0,1,35.0614029548842,,
N#Cc1ccnc2[nH]ccc12,AP,1,1,1,1,0.6061234099403053,1,1,30.911831132058058,0.0,0.0
Cn1ccc2c(C#N)ccnc21,AP,1,1,1,1,0.5803122080413115,0,1,29.41763378966014,,
c1ccc(-n2ncc3cnccc32)nc1,AP,1,1,1,1,0.5958421165357399,0,1,44.902642288048895,,
Cc1c[nH]c2cnccc12,AP,1,1,1,1,0.5820392325335273,1,1,24.376234988367425,0.0,0.0
Cc1c[nH]c2cccnc12,AP,1,1,1,1,0.5820392325335273,0,1,30.52445956780301,,
c1ccc(-c2cncc(-n3ncc4ccccc43)n2)cc1,AP,1,1,0,1,0.5608170538864986,0,1,58.03813856274589,,
Nc1sc(-c2c(F)cccc2F)nc1C=O,AP,1,0,1,1,0.8202668762873561,0,1,15.735617275498912,,
c1csc(-c2cccc3sccc23)c1,AP,1,1,0,1,0.5560691239924458,0,1,50.68639437635079,,
NC(=O)c1cc2c(-c3ccc(C=O)s3)cccc2s1,AP,1,0,0,1,0.7489035148524565,0,1,39.975578363693316,,
O=C([O-])c1cc2ccccc2s1,AP,1,1,1,1,0.6576000732354649,0,1,61.39856685843648,,
O=Cc1ccc(-c2cccc3sccc23)s1,AP,1,0,0,1,0.6088926684821028,0,1,40.554512335650905,,
c1ccc(-c2nccs2)cc1,AP,1,1,1,1,0.6263545777465895,1,1,50.03778402169768,0.0,0.0
O=Cc1csc(-c2c(F)cccc2F)n1,AP,1,0,1,1,0.7353780264504028,0,1,27.37676531517757,,
C[C@@H]1C(=O)NN=C2COc3ccccc3N21,AP,1,1,1,1,0.6962045549908874,0,0,-28.69514059159559,,
Nc1ncc(-c2ccccc2)cc1C=O,AP,1,0,1,1,0.7519598842805689,0,1,25.09808117601893,,
C[N+]1=C/C(=C2/CC(=O)NC2=O)c2ccccc21,AP,0,0,1,0,0.4055069398506887,0,0,-20.932527906243482,,
Cc1ccc2c(c1)OCC1=NNC(=O)[C@@H](C)N12,AP,1,1,1,1,0.725093817871833,0,0,-25.31818393671539,,
O=c1[nH]c2cccnc2[nH]1,AP,1,1,0,1,0.5435651991279111,1,1,23.582017611714814,,
CC(=O)n1cc2[nH]nc(NC=O)c2c1,AP,1,0,0,1,0.6832541084189407,0,1,7.653033499078143,,
Nc1ncc2c(n1)-c1[nH]ncc1CC2,AP,1,1,0,1,0.6306402629241886,0,1,17.152741854180373,,
Cn1nc(C(N)=O)c2c1-c1nc(N)ncc1CC2,AP,1,1,0,1,0.7119176322257509,0,1,23.276336013214426,,
Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,AP,1,0,0,1,0.7244973869654638,0,1,3.409157566065673,,
C=C[C@@]1(F)CNc2nc(N)ncc2N(C)C1=O,AP,1,0,0,1,0.6880110372402768,0,0,-34.11703500849912,,
CN1C(=O)C(F)(F)CNc2nc(N)ncc21,AP,1,1,0,1,0.6578807348855383,0,0,-22.56003035517584,,
CC[C@H]1Nc2nc(N)ncc2-n2cnc(C#N)c21,AP,1,1,0,1,0.7708828267866887,0,0,-1.7738408332284468,,
CC[C@H]1Nc2ncncc2N(C)C1=O,AP,1,1,0,1,0.7091427301776266,0,0,-8.280412703109626,,
CC[C@H]1Nc2nc(-n3ccnc3)ncc2N(C)C1=O,AP,1,1,0,1,0.8630455524499424,0,1,13.78117381965939,,
CC[C@H]1Nc2nc(N)ncc2N2C=NN[C@H]12,AP,1,1,0,1,0.6127069135591465,0,0,-37.024513553562926,,
c1ccc2sccc2c1,AP,1,1,1,1,0.5193756104894538,1,1,41.037837130138456,240.0,1.0
NC(=O)c1cc2ccccc2s1,AP,1,1,1,1,0.7108928275991874,1,1,55.521802457140616,0.0,0.0
CCOC,AP,1,1,1,0,0.4315009980580737,1,1,14.173271476186555,,
CS(=O)(=O)c1ccc2ncccc2c1,AP,1,1,1,1,0.7137725879804442,0,1,64.60044534679476,,
CC(C)(C)S(=O)(=O)c1ccc2nccc(N)c2c1,AP,1,1,0,1,0.8579344107311356,0,1,47.28269590115666,,
CC(C)(C)S(=O)(=O)c1ccc2nccn2c1,AP,1,1,1,1,0.7621820297609471,0,1,56.851455252651704,,
COc1cc2nccc(N)c2cc1S(=O)(=O)C(C)(C)C,AP,1,1,0,1,0.919276228869707,0,1,43.20117548788287,,
CC(C)(C)S(=O)(=O)c1ccc2ncnc(N)c2c1,AP,1,1,0,1,0.8490439678547436,0,1,47.241305082663786,,
NC(=O)c1cn[nH]c1N,AP,1,1,0,0,0.4539721011557528,1,1,19.031449228022336,,
O=[SH](=O)c1cccc2c(O)nccc12,AP,1,0,0,1,0.6849464125169556,0,0,-18.524175706434814,,
Cc1cncc2cccc([SH](=O)=O)c12,AP,1,0,1,1,0.7209757032472129,0,0,-21.044444309638216,,
Cc1cnnn1-c1nonc1N,AP,1,1,0,1,0.6154048148843421,0,1,22.39199499297602,,
N#Cc1ccccc1,AP,1,1,1,0,0.4884445703746373,1,1,32.155372434738986,,
OCc1ccccc1,AP,1,1,1,1,0.5723436119287516,1,1,30.893792614667632,242.0,1.0
Nc1ccncc1F,AP,1,1,1,1,0.5388077752872951,1,1,20.400001358157088,50.0,1.0
Nc1nc2ccccc2o1,AP,1,1,1,1,0.5922099720914726,1,1,38.01523637924283,0.0,0.0
CCn1cnc2cncnc21,AP,1,1,1,1,0.6016654515624413,1,1,26.10643755546531,0.0,0.0
NC(=O)c1ccncc1,AP,1,1,1,1,0.5772627921564859,1,1,36.49703473834492,10.0,1.0
Cc1ccc(C(N)=O)o1,AP,1,1,1,1,0.5997819536090209,1,1,34.317759549185574,0.0,0.0
NC(=O)c1ccco1,AP,1,1,1,1,0.5690629874470592,1,1,32.06712585829939,52.0,1.0
Nc1ncnc2scnc12,AP,1,1,0,1,0.6021430059200858,0,1,23.732973721929852,,
Nc1ccnn2ccnc12,AP,1,1,1,1,0.5638030951061849,0,1,20.080270959546503,,
NC(=O)c1nnccc1N,AP,1,1,0,1,0.5284027360700222,0,1,16.48699830590769,,
Nc1nccc2nc[nH]c(=O)c12,AP,1,1,0,1,0.5660876995210078,0,1,23.278834057657622,,
NC(=O)c1nncnc1N,AP,1,1,0,1,0.494576253228965,0,1,16.865189287000273,,
Cc1ccn(-c2nc(N)ncc2F)c1,AP,1,1,1,1,0.7403718863896305,0,1,27.11478127108184,,
Cc1ccn(-c2ccnc(N)n2)n1,AP,1,1,0,1,0.6868210244776503,0,1,44.67683831790883,,
CCNc1nc(N)ncc1Cl,AP,1,1,0,1,0.7025672663782564,0,1,34.28496468114354,,
CCNc1nc(N)ncc1F,AP,1,1,0,1,0.658755306689484,0,1,36.00279878349416,,
CCNc1ncncc1F,AP,1,1,1,1,0.6684353268683102,0,1,34.955088964653896,,
c1cc2ncsc2cn1,AP,1,1,1,1,0.5504287970242819,0,1,28.660956400457398,,
c1ccc2nscc2c1,AP,1,1,1,1,0.5397735725540235,0,1,30.245118750148844,,
Nc1nccc2nccnc12,AP,1,1,0,1,0.5908907457799355,0,1,30.08280070418663,,
c1cc2nccnc2cn1,AP,1,1,1,1,0.5355010476666257,0,1,32.79177032909362,,
Nc1ncc2occc2n1,AP,1,1,0,1,0.5799503038107798,0,1,25.21544363873897,,
NC(=O)c1cnccn1,AP,1,1,0,1,0.5507568071868295,1,1,32.582833263459975,,
O=C1NCc2c(F)cncc21,AP,1,1,1,1,0.5865252406089385,0,0,-21.541968565889224,,
Nc1ncnc2c1C(=O)NC2,AP,1,1,0,1,0.5121701769339623,0,0,-16.24572139668639,,
Nc1ncnc2cc[nH]c(=O)c12,AP,1,1,0,1,0.5660876995210078,0,1,26.290220068116998,,
Nc1ncnc2c1C(=O)N=CC2,AP,1,1,0,1,0.5736020829544548,0,0,-22.687344580841998,,
Cc1ccnc(CO)c1,AP,1,1,1,1,0.6010089583015967,1,1,34.704044788282964,0.0,0.0
Nc1nccc2ccoc12,AP,1,1,1,1,0.5922099720914726,0,1,24.064929839939122,,
Nc1nccc2c(Cl)coc12,AP,1,1,1,1,0.6552885478326933,0,1,19.400051218253104,,
NC(=O)c1csc2c(=O)[nH]cnc12,AP,1,1,0,1,0.6750404462121652,0,1,25.344618420606537,,
Nc1ncc(I)cn1,AP,1,0,1,1,0.6544832812837692,1,1,25.19544366949828,,
Nc1ncc(I)c(N)n1,AP,1,0,0,1,0.6324407731012647,0,1,25.863881227264514,,
Nc1ncc(C2CC2)c(N)n1,AP,1,1,0,1,0.611320762430444,0,1,11.252268553751962,,
Nc1ncc(C2CC2)cn1,AP,1,1,1,1,0.6229702426207004,0,1,9.089870884640057,,
O=C[O-],AP,1,0,1,0,0.30654732219455955,1,1,1.1086118535634293,,
Nc1nc2oc3ccccc3c(=O)c2cc1C(=O)[O-],AP,1,0,0,1,0.6255459956076521,0,1,40.20506206631299,,
c1cnc2cccnc2c1,AP,1,1,1,1,0.5412819114011972,1,1,30.19121932376092,40.0,1.0
Nc1cc(O)ccn1,AP,1,1,1,1,0.5068633046996494,1,1,13.763142173476114,102.0,1.0
Nc1ncnc2c1C(=O)CC=N2,AP,1,1,0,1,0.5962272377493266,0,0,-23.38987442793016,,
Nc1ccnc2c[nH]nc12,AP,1,1,0,1,0.5521636672820287,0,1,18.85839023165432,,
Nc1nccc2cccnc12,AP,1,1,1,1,0.6058167298330609,0,1,37.02052434280633,,
Nc1cc(O)n[nH]1,AP,1,1,0,0,0.4175762288292037,0,1,11.26698800139939,,
Nc1ccc2ncnc(N)c2n1,AP,1,1,0,1,0.5750961046618707,0,1,28.808317523813987,,
CSc1sc(-c2cc[nH]n2)c2c1C(=O)NCC2,AP,1,1,1,1,0.8179854204340231,0,0,-0.2927375056585277,,
Cc1ccc2c(c1)/C(=N\C=O)N=N2,AP,1,0,1,1,0.5989251431729292,0,0,-15.396560850845097,,
Nc1ccc2[nH]nc(-c3cccnc3)c2c1,AP,1,0,0,1,0.6049001299997127,0,1,49.94239726092012,,
NC(=O)/N=c1\s[nH]cc1C(N)=O,AP,1,1,0,1,0.5300480568125762,0,0,-1.3941168494508922,,
Nc1ccc2cc[nH]c2n1,AP,1,1,1,1,0.5658999712435826,0,1,44.52020778964019,,
CN1C(=O)CCNc2nc(N)ncc21,AP,1,1,0,1,0.5976078544628604,0,0,-11.41389534691602,,
Nc1ncnc2cc(Cl)ccc12,AP,1,1,1,1,0.6718606972163413,0,1,40.1272188121736,,
N#Cc1cnc(N)cc1N,AP,1,1,0,1,0.5269181380703917,0,1,19.49403412256804,,
Cc1ccc(-c2n[nH]c3ccccc23)cc1S(N)(=O)=O,AP,1,1,0,1,0.7567750574119184,0,1,60.8120412602845,,
N#Cc1ccc(N)nc1,AP,1,1,0,1,0.5415838765407543,1,1,30.350135396515213,,
Nc1cc2c(ccn2C=O)cn1,AP,1,0,0,1,0.6246596491293699,0,1,7.683915519705473,,
Nc1ccc[nH]c1=O,AP,1,1,1,0,0.4918387733795585,1,1,18.89966536180765,,
c1ccc(-c2[nH]nc3ccccc23)cc1,AP,1,1,0,1,0.6326173123272912,0,1,43.17398171460556,,
Cn1c(=O)[nH]c2nc(N)ncc21,AP,1,1,0,1,0.5364775399470826,0,1,14.735482940027184,,
Nc1ncc2ccncc2n1,AP,1,1,0,1,0.5908907457799355,0,1,25.40751299164886,,
NC(=O)Nc1ccn[nH]1,AP,1,1,0,0,0.4905453419261289,0,1,21.671458340792608,,
c1ccc(-c2[nH]nc3ccncc23)cc1,AP,1,1,1,1,0.6480917393206026,0,1,37.760097411129976,,
Nc1cc2ccccc2cn1,AP,1,1,1,1,0.6120847733236583,1,1,30.025734938909586,0.0,0.0
Nc1nc(N)c2nc[nH]c2n1,AP,1,1,0,0,0.4697309637708927,1,1,38.263490370916216,,
Nc1ncc2c(n1)-n1cccc1CC2,AP,1,1,1,1,0.6659862441089778,0,1,6.674108468520819,,
Nc1nc(O)c2cc[nH]c2n1,AP,1,1,0,1,0.5017634936751659,0,1,24.18259323942948,,
Cc1cc2cnc(N)nc2cn1,AP,1,1,0,1,0.6218419119060887,0,1,16.602339340484882,,
Nc1nc(O)c2c(Cl)c[nH]c2n1,AP,1,1,0,1,0.5677303937116372,0,1,12.528927572612927,,
Sc1ccnc2cc(Cl)ccc12,AP,1,0,0,1,0.6375530156465741,0,1,17.82503901468331,,
Cn1cc(-c2nnc3ccc(S)nn23)cn1,AP,1,0,0,1,0.6307582054359421,0,1,29.13814372781213,,
Nc1n[nH]c2cc[nH]c(=O)c12,AP,1,1,0,0,0.4869580597930594,0,1,21.312923606807168,,
Nc1nccc2[nH]cnc12,AP,1,1,0,1,0.5521636672820287,1,1,21.726361721578986,,
NC(=O)Nc1sccc1C(N)=O,AP,1,1,0,1,0.6185869036973267,0,1,49.682098286876624,,
Oc1cnccn1,AP,1,1,1,1,0.5008316474747049,1,1,12.476225330459568,138.0,1.0
CNc1cc(N)nn2c(C(N)=O)cnc12,AP,0,1,0,1,0.6101448975648261,0,1,26.361074544260248,,
CNC(=O)c1cnccc1N,AP,1,1,0,1,0.5943171659196315,0,1,29.100387661073576,,
CNC(=O)c1nnccc1N,AP,1,1,0,1,0.5636652311191135,0,1,19.478450069671077,,
Nc1cc(C2CCC2)[nH]n1,AP,1,1,1,1,0.6118280272406302,1,1,19.831972108998908,0.0,0.0
c1ccc2[nH]nnc2c1,AP,1,1,1,1,0.5607362152362961,1,1,36.926212969789844,2.0,1.0
C[C@@H]1Nc2nc(N)ncc2N(C)C1=O,AP,1,1,0,1,0.5975279988504999,0,0,-12.851859631472525,,
C[C@@H]1C(=O)N(C)c2cnc(N)nc2N1C,AP,1,1,0,1,0.6404946132674539,0,0,-4.8274719260656775,,
C[C@H]1C(=O)N(C)c2cnc(N)nc2N1C,AP,1,1,0,1,0.6404946132674539,0,0,-4.8274719260656775,,
Nc1ncc2c(n1)NCC(=O)N2,AP,1,1,0,0,0.4780383897214788,0,0,-20.686634028766512,,
Nc1ccc(-c2cc(F)c(O)c(F)c2)cn1,AP,1,1,1,1,0.7779100829015991,0,1,28.110751014611612,,
C#CCN1C(=O)[C@@H](C)Nc2nc(N)ncc21,AP,1,0,0,1,0.6383898510304709,0,0,-6.087377845420492,,
C#CCN1C(=O)[C@@H](C)N(CC)c2nc(N)ncc21,AP,1,0,0,1,0.756029991472245,0,1,3.8822077872814957,,
