smiles,subpocket,bool_pains,bool_brenk,bool_ro3,bool_qed,qed,bool_bb,bool_syba,syba,retro_count,bool_retro
COc1ccccc1N,FP,1,0,1,1,0.5706913849970715,1,1,32.553625231704274,,
O=S(=O)(C1CC1)n1cccn1,FP,1,1,1,1,0.6410147560706825,0,1,27.944219691095647,,
Cn1nccc1[SH](=O)=O,FP,1,0,1,1,0.5376399112154087,0,0,-3.2998048136091067,,
CC(=O)N1CC[C@H](N)C1,FP,1,1,1,0,0.4807236332256025,1,0,-7.599841527871185,,
C=CC(=O)Nc1ccccc1,FP,1,0,1,1,0.6348931197981773,1,1,38.881150441075405,,
CCC(N)=O,FP,1,1,1,0,0.4617454409001605,1,1,15.173054629112213,,
Nc1cc2nc3ccccc3nc2[nH]1,FP,1,1,0,1,0.5583014114053952,0,1,24.10115577720857,,
COc1ccccc1Cl,FP,1,1,1,1,0.5850627747795066,1,1,43.98448272681154,146.0,1.0
CC[NH+]1CCCCC1,FP,1,1,1,1,0.492030519670119,0,1,24.88997070554143,,
CC(C)(O)CC(N)=O,FP,1,1,0,1,0.5181064912030003,0,1,15.444277506756166,,
CS(=O)c1ccc(-c2ncc[nH]2)cc1,FP,1,1,1,1,0.8141711431179394,0,1,50.86616562272584,,
c1ccn2nccc2c1,FP,1,1,1,1,0.5098151396252019,1,1,35.555960049619934,0.0,0.0
NCc1ccccc1,FP,1,1,1,1,0.5719431747561196,1,1,12.393294624918745,16.0,1.0
N[C@H](CO)c1ccc(F)c(Cl)c1,FP,1,1,1,1,0.7403550782561948,1,1,35.614245863896116,0.0,0.0
O=C(NCCO)c1ccc[nH]1,FP,1,1,0,1,0.5610912410760165,0,1,50.81715820470975,,
Cc1ccno1,FP,1,1,1,0,0.4669999672734714,1,1,15.981858726026056,,
N[C@H](CO)c1ccccc1,FP,1,1,1,1,0.6292391803863145,1,1,25.328992819798692,28.0,1.0
CCOC(=O)CNCc1ccccc1Cl,FP,1,1,0,1,0.7823399819624958,0,1,71.94428191273592,,
N#Cc1ccsc1NCC[NH+]1CCCCC1,FP,1,1,0,1,0.8216776241930022,0,1,64.56911047270239,,
Nc1ccc2c(=O)[nH][nH]c2c1,FP,1,0,0,0,0.4752065944039264,0,1,10.360838910004519,,
c1cnoc1,FP,1,1,1,0,0.4472609802175263,1,1,11.831072068600076,,
[NH3+]Cc1ccccc1C(F)(F)F,FP,1,1,1,1,0.6702869664643435,0,1,46.73986930775035,,
CCCn1cccn1,FP,1,1,1,1,0.5606218762933048,1,1,36.5183102976014,104.0,1.0
O=c1cccc[nH]1,FP,1,1,1,1,0.4959428487135856,1,1,17.557553178507973,24.0,1.0
O=C1c2cccn2CCN1CCO,FP,1,1,1,1,0.6924534034556187,0,1,12.505984466472714,,
O=C1c2cccn2CCCN1CCO,FP,1,1,1,1,0.7368997419369627,0,1,9.955963999878279,,
CN1CCc2[nH]ccc2C1=O,FP,1,1,1,1,0.5785820343114992,0,1,0.4790574643122203,,
COCCN1C(=O)c2cc[nH]c2C[C@H]1C,FP,1,1,1,1,0.8065540839873192,0,1,8.633426352537748,,
COCCN1C(=O)c2cc[nH]c2C[C@@H]1C,FP,1,1,1,1,0.8065540839873193,0,1,8.633426352537748,,
Cn1ccc2c1CCNC2=O,FP,1,1,1,1,0.5671390242178377,0,0,-13.64197335209891,,
O=C1NCCn2cccc21,FP,1,1,1,1,0.543992371721209,0,0,-11.564996307253258,,
O=C1NCc2ccccc21,FP,1,1,1,1,0.5600740658469527,1,0,-16.136970753589242,,
O=C1c2ccccc2CN1CC[NH+]1CCOCC1,FP,1,1,1,1,0.7853732920596037,0,1,46.0878851647679,,
O=c1ccccn1CCO,FP,1,1,1,1,0.6182854984245293,1,1,42.75165154315675,0.0,0.0
COC,FP,1,1,1,0,0.3800398096193344,1,1,10.64353536490388,,
[NH3+]CC1CCNCC1,FP,1,1,1,0,0.4625371792510177,0,0,-6.678318611554541,,
O=Cc1c(F)cccc1Br,FP,1,0,1,1,0.6400902993174443,1,1,26.999255784068236,,
CN(c1ncccc1CN)S(C)(=O)=O,FP,1,1,0,1,0.7657766018920844,0,1,33.4532361969055,,
CC#CC(C)(C)C,FP,1,0,1,0,0.4047903298811263,0,1,11.824203103630529,,
O=C1CCc2ccccc21,FP,1,1,1,1,0.5258373333961016,1,1,18.51131342517063,40.0,1.0
CC(C)(C)NC(N)=O,FP,1,1,1,0,0.4741277004861607,1,1,20.366336663795444,,
NCCc1cccnc1,FP,1,1,1,1,0.6229092895823215,1,1,20.73405319894836,16.0,1.0
Cc1cc(CN)on1,FP,1,1,1,1,0.5731652110099106,1,1,12.447614166039251,0.0,0.0
CCc1cc(OC)cc(OC)c1,FP,1,1,1,1,0.6853726071590648,1,1,40.78552283622175,0.0,0.0
CC[NH2+]C(C)C,FP,1,1,1,0,0.4882437302177791,0,1,23.057182729439624,,
C/C=C/C=O,FP,1,0,1,0,0.3285962557039048,1,0,-15.238878118064278,,
C=CC=O,FP,1,0,1,0,0.31313126444279954,1,0,-10.380595625881734,,
CC(C)(N)c1ccccc1,FP,1,1,1,1,0.624786756141863,1,1,25.586761171054352,46.0,1.0
CCOC(C)=O,FP,1,1,1,0,0.4378508777786624,1,1,19.929637899101614,,
C[C@@H](O)c1c(Cl)cncc1Cl,FP,1,1,1,1,0.7405995283965409,0,1,17.507538942468525,,
O=C([O-])c1ccccc1Cl,FP,1,1,1,1,0.5992375300511746,1,1,46.123640838170616,2.0,1.0
Nc1ccc(CCNC=O)cc1,FP,0,0,0,0,0.38783060415107373,1,1,23.36664506529891,,
O=C1NC[C@H](CCF)c2[nH]ccc21,FP,1,1,1,1,0.7088345795989252,0,0,-33.01668780311604,,
COc1ccc(CS)cc1F,FP,1,0,1,1,0.6731228298830508,0,1,31.21879441671101,,
C[S@](=O)c1ccccc1,FP,1,1,1,1,0.5763209398375385,1,1,28.38297782744105,88.0,1.0
O=c1nccc(-c2ccccc2)[nH]1,FP,1,1,1,1,0.7069366661828734,0,1,36.57825968444575,,
CCNCC,FP,1,1,1,1,0.5048540523547576,1,1,6.360621184069054,54.0,1.0
O=c1[nH]ccc2occc12,FP,1,1,1,1,0.5879226766401654,1,1,20.88931651591627,4.0,1.0
O=c1[nH]cc(Br)c2sccc12,FP,1,1,1,1,0.7397858132552929,0,1,23.526856116482424,,
O=c1[nH]cc(-c2ccc(O)cc2)c2sccc12,FP,1,1,1,1,0.6900216899335028,0,1,23.978290539393054,,
Nc1cnccc1C[NH+]1CCCC1,FP,1,1,1,1,0.6607901963725896,0,1,47.56891298844314,,
COCCCN,FP,1,0,1,1,0.4931203923013464,1,0,-2.29127517994221,,
CC(C)NC1=NCC(=O)N1C,FP,1,1,1,1,0.5702445709146189,0,1,1.2979153187403212,,
c1ccc2[nH]ccc2c1,FP,1,1,1,1,0.5439155908694729,1,1,40.29012989269332,16.0,1.0
COc1ncncc1C(N)=O,FP,1,1,0,1,0.6256827110479638,0,1,32.961345919640074,,
COc1ccncc1N,FP,1,1,1,1,0.5982384187369707,1,1,27.390574791932067,68.0,1.0
Nc1cnccc1-c1ccccc1,FP,1,1,1,1,0.7129493456429367,0,1,29.84269365687751,,
Cc1c[nH]c(-c2cnc(N)nc2-c2ccc(Cl)cc2Cl)n1,FP,1,1,0,1,0.7537047978303011,0,1,42.22737580872281,,
COCCN,FP,1,1,1,0,0.4840293825259345,1,0,-2.8976641655254656,,
[O-]c1ccccc1[O-],FP,1,1,1,0,0.4629883525226846,0,1,19.7445893388348,,
CC[NH+](CC)CCN,FP,1,1,0,0,0.4793873179872188,1,1,3.386869110140931,,
C[NH+]1CCN(C2CCCCC2)CC1,FP,1,1,1,1,0.6079108303245183,0,1,37.28306429108626,,
c1cn2c(n1)SCC2,FP,1,1,1,1,0.5155836406258146,1,0,-1.4861967018294036,,
CNC(=O)[C@H](CC(C)C)[NH2+]C1CCCCC1,FP,1,1,0,1,0.7241729932049111,0,1,59.4925122441731,,
NCC[NH2+]C/C=C/c1ccc(Br)cc1,FP,1,0,0,1,0.7577435467939152,0,1,54.031933366018,,
O=C(Nc1ccc2n[nH]cc2c1)[C@@H]1CC[NH2+]C1,FP,1,1,0,1,0.6846919455193123,0,1,68.26789686468425,,
C[NH+]1CCN(C2CCC2)CC1,FP,1,1,1,1,0.5295982971318353,0,1,26.264851557135724,,
O=C(c1ccc(F)nc1)N1CCCC1,FP,1,0,1,1,0.6339047278375853,0,1,65.56459046804484,,
CNC(=O)c1ccc(F)nc1,FP,1,0,1,1,0.6010015776675327,0,1,40.959670818081335,,
Nc1cnc2ccccc2c1,FP,1,1,1,1,0.6120847733236583,1,1,46.82706021385561,64.0,1.0
c1cc2cc[nH]c2cn1,FP,1,1,1,1,0.5583728365871126,1,1,35.28136757730196,32.0,1.0
C1=N[n+]2ccccc2C1,FP,1,0,1,0,0.4384768094253551,0,1,8.17972479068004,,
C1CC(C[NH+]2CCC2)C1,FP,1,1,1,1,0.5340548140370027,0,1,31.379436672977672,,
Nc1ccc(CC(=O)[O-])cc1,FP,0,0,0,1,0.5810774401140849,0,1,51.3749599825749,,
CNC(=O)c1ccccc1F,FP,1,1,1,1,0.6445959937960092,1,1,49.790929512386825,0.0,0.0
C[NH2+]C,FP,1,1,1,0,0.3530591111578337,1,1,10.064078188343409,,
NC(=O)c1c(N)cccc1F,FP,1,0,0,1,0.5782961909760765,0,1,33.4681867943868,,
N[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,FP,1,1,0,0,0.3469383850277157,0,0,-20.444328081898792,,
Fc1cccc(C2CC2)c1,FP,1,1,1,1,0.5564497806374944,0,1,30.759810775810585,,
OC[C@H]1CC[C@H](O)[C@@H]1O,FP,1,1,0,0,0.4335265699676528,0,0,-10.869391599007622,,
O[C@@H]1CCC[NH2+]C1,FP,1,1,1,0,0.3918920115676032,0,1,3.981175788199321,,
O=C1CC[C@@H](CO)N1,FP,1,1,1,0,0.4724553175818496,1,0,-7.95323937840643,,
CC[C@H]1[C@@H](CO)NC(=O)[C@H]1F,FP,1,1,1,1,0.5909676113117219,0,0,-40.58731605521925,,
OCCCc1ccccc1,FP,1,1,1,1,0.6689565380917978,1,1,47.409199661480656,0.0,0.0
N[C@@H]1CC[NH2+]C1,FP,1,1,1,0,0.36245848848218815,0,0,-7.948782171910956,,
c1cnc2[nH]ccc2c1,FP,1,1,1,1,0.5583728365871126,1,1,43.274873959551456,92.0,1.0
OCC1CCNCC1,FP,1,1,1,1,0.5030526331103852,1,0,-9.424854766148675,,
COc1cc(C)ccc1C(=O)N1CCNCC1,FP,1,1,1,1,0.8313072051206871,0,1,61.94699009873151,,
C1COCC[NH2+]1,FP,1,1,1,0,0.38618233304309457,1,1,11.095527088428113,,
CC1CCN(C(=O)CC#N)CC1,FP,1,1,1,1,0.5863404755808456,0,1,35.802277108755796,,
CC1CCN(S(C)(=O)=O)CC1,FP,1,1,1,1,0.5903375990862029,1,1,33.97712493127793,0.0,0.0
O=C(O)NC1CCCC1,FP,1,1,1,1,0.5584438757905469,1,1,10.913975632032859,0.0,0.0
CC(C)[N@@H+]1CCC[C@H]1C(=O)N1CCCCC1,FP,1,1,1,1,0.7251883588373154,0,1,39.97791615398715,,
C1C[C@H]2CC[C@@H]1C2,FP,1,1,1,0,0.4333884759273747,1,0,-5.932971009122647,,
N#CCC(=O)N1CCCCC1,FP,1,1,1,1,0.5602631839619662,1,1,37.43901944897477,0.0,0.0
N#CC1CCCCC1,FP,1,1,1,0,0.4669394490912757,1,1,13.275381306700993,,
N#CCC1CCCCC1,FP,1,1,1,1,0.5251396422498789,1,1,13.590860355443375,0.0,0.0
N#CCCC1CCCCC1,FP,1,1,1,1,0.5737530888887298,1,1,25.23106508421247,0.0,0.0
N#C[C@@H]1CCC[C@@H]1N,FP,1,1,1,1,0.4970710837555071,0,0,-9.944402295274786,,
CN[C@H]1C[C@@H](NS(C)(=O)=O)C1,FP,1,1,1,1,0.5997709183349255,0,1,12.906425286397548,,
N#CC1CCOCC1,FP,1,1,1,0,0.4656756217777725,1,1,8.254210535410216,,
O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,FP,1,1,1,1,0.562185606810213,1,0,-8.263944001068865,,
CCCS(=O)(=O)N[C@H]1C[C@@H](NC)C1,FP,1,1,0,1,0.6688574858252627,0,1,26.28327116045504,,
O=C([C@@H]1CC1(F)F)N1[C@H]2CC[C@@H]1CNC2,FP,1,1,1,1,0.6959898148455989,0,0,-22.033507687274266,,
C[C@H](C(=O)Nc1cccc2cc[nH]c12)N1CC[NH+](C)CC1,FP,1,1,1,1,0.7616729462870716,0,1,104.75785225367214,,
COc1ccc(Cl)cc1-c1ccn(C)n1,FP,1,1,1,1,0.7814486723071706,0,1,49.06801461266637,,
Cn1ccc(-c2cc(Cl)ccc2OC(F)F)n1,FP,1,1,0,1,0.8442466967677695,0,1,42.702145514296724,,
FC(F)Oc1ccc(Cl)cc1-c1ccn[nH]1,FP,1,1,0,1,0.8993153938934373,0,1,35.034495033828456,,
COc1cc2ccccc2cc1-c1ccn[nH]1,FP,1,1,0,1,0.7252351078266525,0,1,37.82437821432397,,
COc1cc2[nH]ncc2cc1-c1ccn[nH]1,FP,1,1,0,1,0.6848545063542688,0,1,38.360869306423496,,
C[C@H](N)c1ncc(F)cn1,FP,1,1,1,1,0.6238153133434738,0,1,12.921609521883239,,
CC(C)(C)NS(=O)(=O)c1ccccc1,FP,1,1,1,1,0.8133760456953595,1,1,65.96364844762772,136.0,1.0
CCN(CC)C(=O)[C@H]1CCCNC1,FP,1,1,1,1,0.7051245949846119,1,1,6.568011639083037,0.0,0.0
C[C@H](N)c1ccc(F)cc1,FP,1,1,1,1,0.6308651364660499,1,1,24.001395152740223,14.0,1.0
Fc1cccc(F)c1C[NH+]1CCOCC1,FP,1,1,1,1,0.751126253429858,0,1,68.60241735167305,,
CNS(=O)(=O)c1ccccc1,FP,1,1,1,1,0.7076960310206866,1,1,50.72290137514336,40.0,1.0
COc1cc(F)c(CC(=O)N2CCNCC2)c(F)c1,FP,1,1,1,1,0.8887923905951249,0,1,51.155846323687,,
c1ccc(N2CCOCC2)cc1,FP,1,1,1,1,0.6220990281060828,1,1,50.257911128916504,136.0,1.0
C[C@H](O)c1ncc(F)cn1,FP,1,1,1,1,0.6263713079504271,0,1,18.2712336162961,,
CS(=O)(=O)c1ccccc1,FP,1,1,1,1,0.6095920823457686,1,1,42.27054499320996,144.0,1.0
O=C(Nc1ccccc1)[C@H]1CCC[NH2+]1,FP,1,1,1,1,0.6958973869894406,0,1,66.49086167909687,,
Cc1ccc(Cl)cc1-c1[nH]ccc1C(N)=O,FP,1,1,1,1,0.8248462744763603,0,1,35.50289664951736,,
NC(=O)c1cc[nH]c1-c1cc(C(F)(F)F)ccc1Cl,FP,1,1,0,1,0.8733974556943789,0,1,43.88554102462432,,
Cc1ccc(Cl)cc1-c1c(C(N)=O)ccn1C,FP,1,1,1,1,0.8729240709842815,0,1,32.44506557792426,,
c1ccc(C[NH+]2CCCCC2)cc1,FP,1,1,1,1,0.6916189257895103,0,1,75.97769484605864,,
Cc1ccn(-c2cccc(Cl)c2)n1,FP,1,1,1,1,0.6796124315111957,1,1,55.894469691034935,0.0,0.0
O=S1(=O)CC[NH+](Cc2ccccc2)CC1,FP,1,1,1,1,0.7381883160223339,0,1,69.12576904433647,,
C[C@H](N)C(=O)NCC(F)(F)F,FP,1,1,1,1,0.6130281541438113,0,1,24.07531582990737,,
CC(C)(N)C(=O)NCC(F)(F)F,FP,1,1,1,1,0.6523268787149562,0,1,23.81706269300621,,
CC[C@@](C)(N)C(=O)NCC(F)(F)F,FP,1,1,1,1,0.7040639913819514,0,1,28.497109179611048,,
Cc1ccc(Cl)cc1-n1cccc1C(N)=O,FP,1,1,1,1,0.8530218540603625,0,1,57.05905725572402,,
O=CN(C1CC1)C1CC1,FP,1,0,1,1,0.5100449337305277,0,0,-3.16666966545595,,
CC1CCN(C(=O)N2CCCC2)CC1,FP,1,1,1,1,0.5804838391208935,0,1,57.519202066788594,,
CC1CCN(C=O)CC1,FP,1,0,1,0,0.4786048288697799,1,0,-2.9080104566864917,,
O=CNC1CC1,FP,1,0,1,0,0.4657730328446583,1,0,-9.131588782081048,,
OCc1cc[nH]n1,FP,1,1,1,1,0.5150256511811302,1,1,23.674328731787767,36.0,1.0
OCCc1c[nH]cn1,FP,1,1,1,1,0.5629224053514312,1,1,26.72436546807505,16.0,1.0
O=C1CCNCC1,FP,1,1,1,0,0.4606350978722567,1,0,-8.815755231683806,,
C[C@@H](N)C(=O)N1CC(C#N)C1,FP,1,1,0,1,0.5420151264354888,0,1,0.7101374757271274,,
C[C@H](N)C1CC1,FP,1,1,1,1,0.4991110980279141,1,0,-2.3252803065778633,,
C[C@H](N)C(C)(C)C,FP,1,1,1,0,0.4898423475803594,1,1,6.168173737350267,,
C[C@H](N)C(C)(C)O,FP,1,1,1,1,0.4943034835525044,1,1,2.6677420878623552,0.0,0.0
C[C@@H](N)C(C)(C)O,FP,1,1,1,1,0.4943034835525044,1,1,2.6677420878623552,0.0,0.0
C[C@@H](N)C(=O)N1CCCCC1,FP,1,1,1,1,0.5950044199732359,0,1,23.551151672619586,,
CC(C)CS(=O)(=O)N1CCC[C@H](N)C1,FP,1,1,0,1,0.7483441350092779,0,1,12.006254255042519,,
CC1(F)CCCC1,FP,1,1,1,0,0.43989755343825854,0,0,-7.612794466162501,,
N#CCC=O,FP,1,0,1,0,0.4095110645562998,1,0,-7.53493327341166,,
CC1(C)CCC[C@]1(C)[NH3+],FP,1,1,1,1,0.5074382492786441,0,1,0.5124615603219502,,
C[C@]1(NC#N)CCc2ccccc21,FP,1,0,1,1,0.5186046916511903,0,0,-3.6336198127901826,,
CCC#N,FP,1,1,1,0,0.4038142196355223,1,1,10.21279369204416,,
C[C@@H](O)CCO,FP,1,1,1,0,0.4905429154176824,1,1,13.124519105565676,,
NC(=O)c1ccccc1F,FP,1,1,1,1,0.6173491474809841,1,1,42.04107994819991,36.0,1.0
O=S1(=O)CCC(NS(=O)(=O)c2ccccc2)CC1,FP,1,1,0,1,0.8805351878145476,0,1,76.44595277324392,,
c1ccc2[nH]ncc2c1,FP,1,1,1,1,0.5583728365871126,1,1,41.541002413004406,60.0,1.0
Oc1cccc2[nH]ncc12,FP,1,1,1,1,0.5695767699152822,1,1,28.662979475824645,0.0,0.0
CS(=O)(=O)C1CCN(c2cccc3[nH]ccc23)CC1,FP,1,1,1,1,0.9157955388131238,0,1,51.4758598301824,,
NC(=O)[C@@H]1CCN(C[C@H](O)N2CCNCC2)C1,FP,1,1,0,1,0.5319829076165244,0,0,-4.381036113539444,,
c1nc[nH]n1,FP,1,1,1,0,0.4582074400555656,1,1,7.6789059491896925,,
CCCn1ccnc1[C@H]1CC[N@H+](C)CC1,FP,1,1,1,1,0.775364847458353,0,1,50.14309083729442,,
CNC1CCCCC1,FP,1,1,1,1,0.5435844630830176,1,1,16.359629351697215,22.0,1.0
Oc1ccccn1,FP,1,1,1,1,0.5163288713332986,1,1,15.660985624983633,62.0,1.0
C#CC[NH+]1CCNCC1,FP,1,0,1,0,0.3916369939439882,0,1,7.198517598008696,,
c1ccc(-n2cncn2)cc1,FP,1,1,1,1,0.6045482615564559,1,1,48.176223637914966,0.0,0.0
O=c1[nH]cnn1C1CCOCC1,FP,1,1,1,1,0.6394178155528356,0,1,15.757231633818385,,
C1CCOC1,FP,1,1,1,0,0.4109376010493491,1,1,6.581964326142951,,
Oc1ccc2nc[nH]c2c1,FP,1,1,1,1,0.5695767699152822,1,1,29.591847714591445,0.0,0.0
CSc1nc(C)c[nH]1,FP,1,1,1,1,0.5796258083308865,1,1,19.06166589881234,0.0,0.0
Cc1c[nH]cn1,FP,1,1,1,0,0.4904468907838007,1,1,15.541925516516686,,
Cc1ccncc1,FP,1,1,1,0,0.4719983679006756,1,1,26.636077101778625,,
CC[NH+]1CCNCC1,FP,1,1,1,0,0.4247903929124874,1,1,3.4982747468364574,,
COc1cccc(OC)c1,FP,1,1,1,1,0.6189113153967104,1,1,40.678245463387974,160.0,1.0
C[C@H]1CNCC[NH2+]1,FP,1,1,1,0,0.38348111674036894,0,0,-20.594121993995568,,
CC(C)([NH3+])CN,FP,1,1,1,0,0.4236194890607213,1,1,2.042749523386571,,
OC[C@H]1CCCN1,FP,1,1,1,0,0.4763048254941972,1,0,-24.131607829297945,,
CC(C)(CN)Nc1nccc2nncn12,FP,1,1,0,1,0.7531761742295495,0,1,18.371249690425888,,
CCS,FP,1,0,1,0,0.3965034907917323,1,1,4.291100407314613,,
O=CCS,FP,1,0,1,0,0.3464202068822845,1,0,-7.980444220542477,,
NCC1CC1,FP,1,1,1,0,0.4741292324070224,1,0,-8.758607533108018,,
NC(=O)[C@H]([NH3+])C1CCCCC1,FP,1,1,0,1,0.5654419817509676,0,1,24.519002733720892,,
Cc1cc(S(C)(=O)=O)ccc1-c1nccn1C,FP,1,1,1,1,0.8163047921248467,0,1,53.410830222634935,,
O=C(c1ccccc1)c1ccccc1,FP,1,1,1,1,0.6524732866647586,1,1,52.454100953903314,148.0,1.0
OC1CC[NH2+]CC1,FP,1,1,1,0,0.3918920115676032,0,1,6.520420447775452,,
OC[C@@H]1CC[NH2+]C1,FP,1,1,1,0,0.417892814514165,0,1,13.493061271101912,,
O[C@H]1CC[NH2+]C1,FP,1,1,1,0,0.3642078013334506,0,0,-4.59780594877461,,
[NH3+]CCNS(=O)(=O)c1cccs1,FP,1,1,0,1,0.6827636006187433,0,1,65.68118581169732,,
[NH3+]C[C@H](O)c1ccccc1,FP,1,1,1,1,0.5916647064294223,0,1,39.84573672021334,,
CC(C)n1cnnc1,FP,1,1,1,1,0.5377454907365901,1,1,18.380214891687984,0.0,0.0
C[C@H](CO)n1cnnc1,FP,1,1,1,1,0.5997663542628732,1,1,11.525416351764061,0.0,0.0
Cn1cnnc1,FP,1,1,1,0,0.435136594916293,1,1,14.050596559494286,,
c1nncn1C1CC1,FP,1,1,1,1,0.528719446165006,1,1,13.518241191198804,0.0,0.0
C[C@@H](Nc1c(N)c(=O)c1=O)c1ccccc1,FP,1,0,0,1,0.7517399077494921,0,1,54.341571041766386,,
Nc1ccnc(N)n1,FP,1,1,0,0,0.4777611922776153,1,1,26.34741885629736,,
O=C1NCCc2ccccc21,FP,1,1,1,1,0.5817817621738194,1,0,-5.152835909720805,,
CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnccc3-2)C1,FP,1,1,0,1,0.7647724523302868,0,0,-34.38976437529931,,
O=C1NCCc2[nH]c3c(ccc4cnccc43)c21,FP,1,1,1,1,0.627964628467326,0,1,2.0657400185718178,,
O=C1NCC2(CC[NH2+]CC2)c2[nH]ccc21,FP,1,1,0,1,0.5189730848398333,0,0,-12.968893791033098,,
[NH3+]CCn1cccn1,FP,1,1,1,1,0.530530028671747,0,1,34.518718568048854,,
O=C1NC[C@@]2(CCC[NH2+]C2)c2[nH]ccc21,FP,1,1,0,1,0.5189730848398332,0,0,-12.463495211999787,,
[NH3+][C@@H]1CCCC[C@@H]1NC=O,FP,1,0,1,1,0.4926536647190383,0,1,2.010060200834449,,
[NH3+][C@@H]1CCCC(F)(F)[C@@H]1NC=O,FP,1,0,1,1,0.5531249720105186,0,0,-26.02658985459136,,
O=CN[C@H](C[NH+]1CCCC1)c1ccccc1,FP,1,0,0,1,0.6792645207072313,0,1,47.64888084527472,,
[NH3+]CCCNC=O,FP,1,0,0,0,0.32536621458274223,0,0,-3.2468246503518823,,
C[NH+](C)C[C@@H](N)c1ccccc1,FP,1,1,1,1,0.6398758719158177,0,1,42.349590175952294,,
Cc1nccnc1N(C)S(C)(=O)=O,FP,1,1,0,1,0.6844397368806782,0,1,37.9759931359089,,
C[NH+](C)C,FP,1,1,1,0,0.35651540448014385,1,1,11.652772006247716,,
C[C@H]1CC[C@H]([NH3+])CC1,FP,1,1,1,0,0.4823765513789046,0,1,20.591770076866666,,
CS(=O)(=O)N1CCO[C@H](c2cscn2)C1,FP,1,1,0,1,0.7633838780568206,0,1,31.624166239523987,,
Fc1ccc(Cl)cc1Cl,FP,1,0,0,1,0.5176652627994291,1,1,39.637417488072415,,
Cc1nnc2ccc(-c3ccccc3)nn12,FP,1,1,1,1,0.6173742964832469,0,1,77.56077574131213,,
Cn1cc(-c2ccc3nncn3n2)cn1,FP,1,1,0,1,0.574355226880835,0,1,60.7341492285525,,
CCC(=O)NCc1ccccn1,FP,1,1,1,1,0.7266538760848749,1,1,70.51356395489063,0.0,0.0
Cn1cc(-c2ccc3nccn3n2)cn1,FP,1,1,1,1,0.5898984406808726,0,1,60.4018754371037,,
CN(C[C@@H]1COCCO1)S(N)(=O)=O,FP,1,1,0,1,0.6167397365042818,0,1,25.545782830746578,,
Fc1ccc(-c2cnc3nncn3n2)cc1,FP,1,1,0,1,0.6140043419812684,0,1,34.86491722048028,,
CCc1nnc2ccc(NC(C)C)nn12,FP,1,1,0,1,0.8247673431617006,0,1,73.04175365426009,,
OCCn1cc(-c2cnc3nn[nH]c3n2)cn1,FP,1,1,0,1,0.6352011619858338,0,1,36.78410986492048,,
CCC(=O)N/N=C1\C(=O)Nc2c(C)ccc(Cl)c21,FP,0,0,0,1,0.8011305362825902,0,1,49.867297039618514,,
Cc1nnc2ncc(-c3ccc(C#N)cc3)nn12,FP,1,1,0,1,0.6370159283339809,0,1,40.130741264308476,,
Cc1nnc2ncc(-c3ccc(F)cc3)nn12,FP,1,1,0,1,0.6360563676327126,0,1,38.07201602612538,,
Cc1cc(-c2ccc3nnc(C)n3n2)sn1,FP,1,1,0,1,0.6411690622222664,0,1,46.82741714087447,,
Cn1nnc2c1C(=O)N(c1ccccc1)CC2,FP,1,1,1,1,0.7318142484163812,0,1,17.997031389347153,,
CCn1nnc2ccn(-c3cc(C)ns3)c(=O)c21,FP,1,1,0,1,0.6984679595529794,0,1,18.57695288767953,,
Cc1cccc([N+2](#[O+])[O-])c1,FP,1,0,1,0,0.3996700400790925,0,1,26.763431990036253,,
NCc1cccc([N+2](#[O+])[O-])c1,FP,1,0,0,0,0.4890055378081637,0,1,3.4392685039731634,,
CS(=O)(=O)NCc1ccccn1,FP,1,1,1,1,0.7296237322334581,0,1,59.20490787698265,,
Cn1nc(-c2cccc(C#N)c2)ccc1=O,FP,1,1,1,1,0.7143090461013516,0,1,52.15514750351332,,
COc1ccc(C2=NN(C)C(=O)SC2)cc1OC,FP,1,0,0,1,0.8413237452646888,0,1,33.01658139515839,,
Cc1cc(-c2cc(F)c3nncn3c2)on1,FP,1,1,0,1,0.6248476178992781,0,1,29.77562709607148,,
CCc1nnc2c(F)cc(-c3cc(C)no3)cn12,FP,1,1,0,1,0.6962830161090295,0,1,38.089295692919706,,
Cn1cc(-c2cc(F)c3nncn3c2)cn1,FP,1,1,1,1,0.6163184477429532,0,1,29.130133332787754,,
Sc1nnc2ccc(-c3cccs3)nn12,FP,1,0,1,1,0.6559560439539387,0,1,41.38109712208881,,
Fc1ccc(-c2ccc3nnc(S)n3n2)cc1,FP,1,0,1,1,0.6694142493364987,0,1,47.897378084421455,,
Sc1nnc2cccnn12,FP,1,0,1,1,0.5559785983890522,0,1,16.489813314095983,,
Sc1nnc2ccccn12,FP,1,0,1,1,0.5695977641289466,1,1,24.919863086557303,,
Cn1cc(-c2ccc3nnn(C)c3c2)cn1,FP,1,1,1,1,0.6130392560915929,0,1,41.987128652789465,,
Cc1nnc2sc(-c3cc4ccccc4[nH]3)nn12,FP,1,1,1,1,0.5685339385714832,0,1,59.98984313233021,,
CCn1nnc2ncc(-c3cnn(C)c3)nc21,FP,1,1,0,1,0.6443448189923721,0,1,34.00668843390278,,
