CN(C)C(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)c(Cl)c1; [None]; [None]; [0]
Cc1ncc(-c2ccc(Nc3ncnc4cc(Cl)ccc34)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
Cc1cc(N2CCOCC2)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
COc1cc(N2CCNCC2)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
CNC(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)c(OC)c1; [None]; [None]; [0]
Cn1nc(Nc2ncnc3cc(Cl)ccc23)cc1C(C)(C)O; [None]; [None]; [0]
CCNC(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(Cl)c(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
C[C@H](CS(C)(=O)=O)Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
CNC(=O)c1ccc(C)c(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
Cc1ccc(C(=O)NCCO)cc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(-c3cccc4cnc(N)cc34)cc2)CC1; [None]; [None]; [0]
Nc1cc2c(-c3ccc4c(c3)CS(=O)(=O)C4)cccc2cn1; [None]; [None]; [0]
CC(C)c1cc(-c2cccc3cnc(N)cc23)nc(N)n1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(-c3cccc4cnc(N)cc34)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(-c2cccc3cnc(N)cc23)nc1; [None]; [None]; [0]
CC(C)c1ccc2nc(-c3cccc4cnc(N)cc34)[nH]c2c1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
Nc1cc2c(-c3cc(N)nc4[nH]ccc34)cccc2cn1; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
Nc1cc2c(-c3cccc(C(=O)Nc4cn[nH]c4)c3)cccc2cn1; [None]; [None]; [0]
COc1ccc2c(c1)c(-c1cccc3cnc(N)cc13)cn2C; [None]; [None]; [0]
COc1ccc(F)c(C(=O)Nc2cccc3cnc(N)cc23)c1; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(-c3cccc4cnc(N)cc34)[nH]c2c1; [None]; [None]; [0]
Nc1cc2c(-c3ncn4c3CCCC4)cccc2cn1; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(-c3cccc4cnc(N)cc34)cn2)CC1; [None]; [None]; [0]
Nc1cc2c(NC(=O)c3cccc(OC(F)(F)F)c3)cccc2cn1; [None]; [None]; [0]
Cc1ncc(-c2ccc(-c3cccc4cnc(N)cc34)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
Cn1nc(-c2cccc3cnc(N)cc23)cc1C(C)(C)O; [None]; [None]; [0]
Nc1cc2c(-n3ncc4cccc(F)c4c3=O)cccc2cn1; [None]; [None]; [0]
Cc1c(-c2cccc3cnc(N)cc23)sc(=O)n1C; [None]; [None]; [0]
Nc1cc2c(-c3cnn4ncccc34)cccc2cn1; [None]; [None]; [0]
CC(C)(C)c1cnc(Cc2cccc3cnc(N)cc23)o1; [None]; [None]; [0]
CN1c2ccc(-c3cccc4cnc(N)cc34)cc2CS1(=O)=O; [None]; [None]; [0]
COc1cc(-c2cccc3cnc(N)cc23)ccc1C(=O)[O-]; [None]; [None]; [0]
CC(C)n1cc(-c2cccc3cnc(N)cc23)nn1; [None]; [None]; [0]
Nc1cc2c(CCc3c[nH]nn3)cccc2cn1; [None]; [None]; [0]
CC(C)(O)CC(=O)NCCc1cccc2cnc(N)cc12; [None]; [None]; [0]
Nc1cc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2cn1; [None]; [None]; [0]
CC(C)(COc1cccc2cnc(N)cc12)S(C)(=O)=O; [None]; [None]; [0]
Nc1cc2c(-c3ccc(C[NH3+])c(C(F)(F)F)c3)cccc2cn1; [None]; [None]; [0]
Nc1cc2c(-c3cc4c(=O)[nH]cc(Br)c4s3)cccc2cn1; [None]; [None]; [0]
C[C@@H](Oc1cccc2cnc(N)cc12)c1c(Cl)cncc1Cl; [None]; [None]; [0]
Nc1cc2c(Nc3cnccc3-c3ccccc3)cccc2cn1; [None]; [None]; [0]
CN(c1cccc2cnc(N)cc12)[C@H]1C[C@@H](NS(C)(=O)=O)C1; [None]; [None]; [0]
C[C@H](Nc1cccc2cnc(N)cc12)C(=O)NCC(F)(F)F; [None]; [None]; [0]
Nc1cc2c(-c3ccn(CC[NH3+])n3)cccc2cn1; [None]; [None]; [0]
Nc1cc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc2cn1; [None]; [None]; [0]
Nc1cc2c(CS(=O)(=O)NCc3ccccn3)cccc2cn1; [None]; [None]; [0]
Cn1cc(C(N)=O)cc1-c1cccc2cnc(N)cc12; [None]; [None]; [0]
Nc1cc2c(Oc3ccc(C[NH3+])cc3F)cccc2cn1; [None]; [None]; [0]
CC1(C)Oc2ccc(-c3cccc4cnc(N)cc34)nc2NC1=O; [None]; [None]; [0]
CNC(=O)c1ccc(NC(=O)c2cccc(-c3cccc4cnc(N)cc34)c2)cc1; [None]; [None]; [0]
COc1ccc(Oc2cccc3cnc(N)cc23)c(F)c1F; [None]; [None]; [0]
Nc1cc2c(-c3cccc4nnsc34)cccc2cn1; [None]; [None]; [0]
CC(C)(O)c1cccc(-c2cccc3cnc(N)cc23)n1; [None]; [None]; [0]
Nc1cc2c(-c3cccc(NC(=O)C4CCNCC4)c3)cccc2cn1; [None]; [None]; [0]
Cc1c(-c2cncc(O)n2)sc(=O)n1C; [None]; [None]; [0]
Oc1cncc(-c2cnn3ncccc23)n1; [None]; [None]; [0]
CN1c2ccc(-c3cncc(O)n3)cc2CS1(=O)=O; [None]; [None]; [0]
COc1cc(-c2cncc(O)n2)ccc1C(=O)[O-]; [None]; [None]; [0]
[NH3+]Cc1ccc(-c2cncc(O)n2)cc1C(F)(F)F; [None]; [None]; [0]
CC(C)n1cc(-c2cncc(O)n2)nn1; [None]; [None]; [0]
O=c1[nH]cc(Br)c2sc(-c3cncc(O)n3)cc12; [None]; [None]; [0]
Cn1cc(C(N)=O)cc1-c1cncc(O)n1; [None]; [None]; [0]
[NH3+]CCn1ccc(-c2cncc(O)n2)n1; [None]; [None]; [0]
CC1(C)Oc2ccc(-c3cncc(O)n3)nc2NC1=O; [None]; [None]; [0]
CNC(=O)c1ccc(NC(=O)c2cccc(-c3cncc(O)n3)c2)cc1; [None]; [None]; [0]
Oc1cncc(-c2cccc3nnsc23)n1; [None]; [None]; [0]
CC(C)(O)c1cccc(-c2cncc(O)n2)n1; [None]; [None]; [0]
O=C(NCCCc1cncc(O)n1)C1CCC1; [None]; [None]; [0]
O=C(Nc1cccc(-c2cncc(O)n2)c1)C1CCNCC1; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1-c1cncc(O)n1; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(-c3cncc(O)n3)cc2)CC1; [None]; [None]; [0]
N#Cc1cccc(Cn2cc(-c3cncc(O)n3)cn2)c1; [None]; [None]; [0]
O=S1(=O)Cc2ccc(-c3cncc(O)n3)cc2C1; [None]; [None]; [0]
CC(C)c1cc(-c2cncc(O)n2)nc(N)n1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(-c3cncc(O)n3)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(-c2cncc(O)n2)nc1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1-c1cncc(O)n1; [None]; [None]; [0]
CC(C)c1ccc2nc(-c3cncc(O)n3)[nH]c2c1; [None]; [None]; [0]
Oc1cncc(Cc2nc3c(F)c(F)ccc3[nH]2)n1; [None]; [None]; [0]
O=C(C1CC1)N1CC(Nc2cncc(O)n2)C1; [None]; [None]; [0]
Nc1cc(-c2cncc(O)n2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1-c1cncc(O)n1; [None]; [None]; [0]
O=C(Nc1cn[nH]c1)c1cccc(-c2cncc(O)n2)c1; [None]; [None]; [0]
COc1ccc2c(c1)c(-c1cncc(O)n1)cn2C; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(-c3cncc(O)n3)[nH]c2c1; [None]; [None]; [0]
Oc1cncc(-c2ncn3c2CCCC3)n1; [None]; [None]; [0]
COc1ccc(F)c(C(=O)Nc2cncc(O)n2)c1; [None]; [None]; [0]
Cn1nc(Cl)c2cc(-c3cncc(O)n3)ccc21; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(-c3cncc(O)n3)cn2)CC1; [None]; [None]; [0]
O=C(Nc1cncc(O)n1)c1cccc(OC(F)(F)F)c1; [None]; [None]; [0]
Cc1ncc(-c2ccc(-c3cncc(O)n3)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1-c1cncc(O)n1; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1-c1cncc(O)n1; [None]; [None]; [0]
Cn1nc(-c2cncc(O)n2)cc1C(C)(C)O; [None]; [None]; [0]
Cc1cc(Nc2cncc(O)n2)ncc1F; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1Nc1cc(C2CCC2)[nH]n1; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(Nc3cc(C4CCC4)[nH]n3)cc2)CC1; [None]; [None]; [0]
O=S1(=O)Cc2ccc(Nc3cc(C4CCC4)[nH]n3)cc2C1; [None]; [None]; [0]
CC(C)c1cc(Nc2cc(C3CCC3)[nH]n2)nc(N)n1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(Nc3cc(C4CCC4)[nH]n3)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(Nc2cc(C3CCC3)[nH]n2)nc1; [None]; [None]; [0]
CC(C)c1ccc2nc(Nc3cc(C4CCC4)[nH]n3)[nH]c2c1; [None]; [None]; [0]
Nc1cc(Nc2cc(C3CCC3)[nH]n2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(C2CCC2)[nH]n1; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1Nc1cc(C2CCC2)[nH]n1; [None]; [None]; [0]
O=C(Nc1cn[nH]c1)c1cccc(Nc2cc(C3CCC3)[nH]n2)c1; [None]; [None]; [0]
COc1ccc2c(c1)c(Nc1cc(C3CCC3)[nH]n1)cn2C; [None]; [None]; [0]
COc1ccc(F)c(C(=O)NNc2cc(C3CCC3)[nH]n2)c1; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(Nc3cc(C4CCC4)[nH]n3)[nH]c2c1; [None]; [None]; [0]
c1c(Nc2ncn3c2CCCC3)n[nH]c1C1CCC1; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(Nc3cc(C4CCC4)[nH]n3)cn2)CC1; [None]; [None]; [0]
O=C(NNc1cc(C2CCC2)[nH]n1)c1cccc(OC(F)(F)F)c1; [None]; [None]; [0]
Cc1ncc(-c2ccc(Nc3cc(C4CCC4)[nH]n3)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1Nc1cc(C2CCC2)[nH]n1; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1Nc1cc(C2CCC2)[nH]n1; [None]; [None]; [0]
Cn1nc(Nc2cc(C3CCC3)[nH]n2)cc1C(C)(C)O; [None]; [None]; [0]
O=c1c2c(F)cccc2cnn1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
Cc1c(-c2ccc3nn[nH]c3c2)sc(=O)n1C; [None]; [None]; [0]
CC(C)(C)c1cnc(Cc2ccc3nn[nH]c3c2)o1; [None]; [None]; [0]
c1cnn2ncc(-c3ccc4nn[nH]c4c3)c2c1; [None]; [None]; [0]
CN1c2ccc(-c3ccc4nn[nH]c4c3)cc2CS1(=O)=O; [None]; [None]; [0]
COc1cc(-c2ccc3nn[nH]c3c2)ccc1C(=O)[O-]; [None]; [None]; [0]
CC(C)n1cc(-c2ccc3nn[nH]c3c2)nn1; [None]; [None]; [0]
c1cc2nn[nH]c2cc1CCc1c[nH]nn1; [None]; [None]; [0]
CC(C)(O)CC(=O)NCCc1ccc2nn[nH]c2c1; [None]; [None]; [0]
O=C(Nc1ccc2nn[nH]c2c1)c1c(Cl)cccc1Cl; [None]; [None]; [0]
[NH3+]Cc1ccc(-c2ccc3nn[nH]c3c2)cc1C(F)(F)F; [None]; [None]; [0]
CC(C)(COc1ccc2nn[nH]c2c1)S(C)(=O)=O; [None]; [None]; [0]
C[C@@H](Oc1ccc2nn[nH]c2c1)c1c(Cl)cncc1Cl; [None]; [None]; [0]
O=c1[nH]cc(Br)c2sc(-c3ccc4nn[nH]c4c3)cc12; [None]; [None]; [0]
c1ccc(-c2ccncc2Nc2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
CN(c1ccc2nn[nH]c2c1)[C@H]1C[C@@H](NS(C)(=O)=O)C1; [None]; [None]; [0]
C[C@H](Nc1ccc2nn[nH]c2c1)C(=O)NCC(F)(F)F; [None]; [None]; [0]
[NH3+]CCn1ccc(-c2ccc3nn[nH]c3c2)n1; [None]; [None]; [0]
c1ccc(-c2ccc3nnc(Cc4ccc5nn[nH]c5c4)n3n2)cc1; [None]; [None]; [0]
O=S(=O)(Cc1ccc2nn[nH]c2c1)NCc1ccccn1; [None]; [None]; [0]
Cn1cc(C(N)=O)cc1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
[NH3+]Cc1ccc(Oc2ccc3nn[nH]c3c2)c(F)c1; [None]; [None]; [0]
CC1(C)Oc2ccc(-c3ccc4nn[nH]c4c3)nc2NC1=O; [None]; [None]; [0]
CNC(=O)c1ccc(NC(=O)c2cccc(-c3ccc4nn[nH]c4c3)c2)cc1; [None]; [None]; [0]
c1cc(-c2ccc3nn[nH]c3c2)c2snnc2c1; [None]; [None]; [0]
COc1ccc(Oc2ccc3nn[nH]c3c2)c(F)c1F; [None]; [None]; [0]
CC(C)(O)c1cccc(-c2ccc3nn[nH]c3c2)n1; [None]; [None]; [0]
O=C(Nc1cccc(-c2ccc3nn[nH]c3c2)c1)C1CCNCC1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2sc(C(C)(C)O)nc2C)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(CC(=O)N3CCN(C(C)=O)CC3)cc2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cnn(Cc3cccc(C#N)c3)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc3c(c2)CS(=O)(=O)C3)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc(C(C)C)nc(N)n2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc(N3CCCN(C(C)=O)CC3)c2)n1; [None]; [None]; [0]
CCCOc1ccc(-c2ccnc(N[C@H2]C)n2)nc1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2nc3ccc(C(C)C)cc3[nH]2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(C(=O)N3CCOCC3)cc2OC)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc(N)nc3[nH]ccc23)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(CS(C)(=O)=O)cc2OC)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc(C(=O)Nc3cn[nH]c3)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cn(C)c3ccc(OC)cc23)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(NC(=O)c2cc(OC)ccc2F)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc3ccc(C(C)(C)O)cc3[nH]2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ncn3c2CCCC3)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc3c(c2)c(Cl)nn3C)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cnn(C3CCN(C(C)=O)CC3)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(NC(=O)c2cccc(OC(F)(F)F)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(-c3cnc(C)n3C)cc2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(-c3cnn(C)c3)cc2OC)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(S(C)(=O)=O)cc2OC)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc(C(C)(C)O)n(C)n2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-n2ncc3cccc(F)c3c2=O)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2sc(=O)n(C)c2C)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cnn3ncccc23)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(Cc2ncc(C(C)(C)C)o2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc3c(c2)CS(=O)(=O)N3C)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(C(=O)[O-])c(OC)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cn(C(C)C)nn2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(CCc2c[nH]nn2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(CCNC(=O)CC(C)(C)O)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(NC(=O)c2c(Cl)cccc2Cl)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(OCC(C)(C)S(C)(=O)=O)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc(C[NH3+])c(C(F)(F)F)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(O[C@H](C)c2c(Cl)cncc2Cl)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc3c(=O)[nH]cc(Br)c3s2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(Nc2cnccc2-c2ccccc2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(N(C)[C@H]2C[C@@H](NS(C)(=O)=O)C2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(N[C@@H](C)C(=O)NCC(F)(F)F)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccn(CC[NH3+])n2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(Cc2nnc3ccc(-c4ccccc4)nn23)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(CS(=O)(=O)NCc2ccccn2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cc(C(N)=O)cn2C)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(Oc2ccc(C[NH3+])cc2F)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2ccc3c(n2)NC(=O)C(C)(C)O3)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc(C(=O)Nc3ccc(C(=O)NC)cc3)c2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc3nnsc23)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(Oc2ccc(OC)c(F)c2F)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc(C(C)(C)O)n2)n1; [None]; [None]; [0]
C[C@H2]Nc1nccc(-c2cccc(NC(=O)C3CCNCC3)c2)n1; [None]; [None]; [0]
O=C(NCc1ccc(-c2ccc(O)cc2O)cc1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cnn2ncccc12)c1ccccc1; [None]; [None]; [0]
Cc1n[nH]c2cc(N(C)CNC(=O)c3ccccc3)ccc12; [None]; [None]; [0]
O=C(NCc1cc(O)n2nccc2n1)c1ccccc1; [None]; [None]; [0]
Cc1oc(CNC(=O)c2ccccc2)cc1C(=O)[O-]; [None]; [None]; [0]
CN(CNC(=O)c1ccccc1)c1cccc2[nH]ncc12; [None]; [None]; [0]
O=C(NCc1ocnc1-c1ccc(F)cc1)c1ccccc1; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1CNC(=O)c1ccccc1; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(CNC(=O)c3ccccc3)cc2)CC1; [None]; [None]; [0]
N#Cc1cccc(Cn2cc(CNC(=O)c3ccccc3)cn2)c1; [None]; [None]; [0]
O=C(NCc1ccc2c(c1)CS(=O)(=O)C2)c1ccccc1; [None]; [None]; [0]
CC(C)c1cc(CNC(=O)c2ccccc2)nc(N)n1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(CNC(=O)c3ccccc3)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(CNC(=O)c2ccccc2)nc1; [None]; [None]; [0]
CC(C)c1ccc2nc(CNC(=O)c3ccccc3)[nH]c2c1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
Nc1cc(CNC(=O)c2ccccc2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cccc(C(=O)Nc2cn[nH]c2)c1)c1ccccc1; [None]; [None]; [0]
COc1ccc2c(c1)c(CNC(=O)c1ccccc1)cn2C; [None]; [None]; [0]
COc1ccc(F)c(C(=O)NCNC(=O)c2ccccc2)c1; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(CNC(=O)c3ccccc3)[nH]c2c1; [None]; [None]; [0]
O=C(NCc1ncn2c1CCCC2)c1ccccc1; [None]; [None]; [0]
Cn1nc(Cl)c2cc(CNC(=O)c3ccccc3)ccc21; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(CNC(=O)c3ccccc3)cn2)CC1; [None]; [None]; [0]
O=C(NCNC(=O)c1cccc(OC(F)(F)F)c1)c1ccccc1; [None]; [None]; [0]
Cc1ncc(-c2ccc(CNC(=O)c3ccccc3)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
Cn1nc(CNC(=O)c2ccccc2)cc1C(C)(C)O; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(-c3ccc4nc(N)sc4c3)cc2)CC1; [None]; [None]; [0]
Nc1nc2ccc(-c3ccc4c(c3)CS(=O)(=O)C4)cc2s1; [None]; [None]; [0]
CC(C)c1cc(-c2ccc3nc(N)sc3c2)nc(N)n1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(-c3ccc4nc(N)sc4c3)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(-c2ccc3nc(N)sc3c2)nc1; [None]; [None]; [0]
CC(C)c1ccc2nc(-c3ccc4nc(N)sc4c3)[nH]c2c1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
Nc1cc(-c2ccc3nc(N)sc3c2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
Nc1nc2ccc(-c3cccc(C(=O)Nc4cn[nH]c4)c3)cc2s1; [None]; [None]; [0]
COc1ccc2c(c1)c(-c1ccc3nc(N)sc3c1)cn2C; [None]; [None]; [0]
COc1ccc(F)c(C(=O)Nc2ccc3nc(N)sc3c2)c1; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(-c3ccc4nc(N)sc4c3)[nH]c2c1; [None]; [None]; [0]
Nc1nc2ccc(-c3ncn4c3CCCC4)cc2s1; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(-c3ccc4nc(N)sc4c3)cn2)CC1; [None]; [None]; [0]
Nc1nc2ccc(NC(=O)c3cccc(OC(F)(F)F)c3)cc2s1; [None]; [None]; [0]
Cc1ncc(-c2ccc(-c3ccc4nc(N)sc4c3)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
Nc1nc2ccc(-c3ccc(-c4ccc(O)cc4O)cc3)cc2s1; [None]; [None]; [0]
Cn1nc(-c2ccc3nc(N)sc3c2)cc1C(C)(C)O; [None]; [None]; [0]
Nc1nc2ccc(-c3cnn4ncccc34)cc2s1; [None]; [None]; [0]
Cc1n[nH]c2cc(N(C)c3ccc4nc(N)sc4c3)ccc12; [None]; [None]; [0]
Nc1nc2ccc(-c3cc(O)n4nccc4n3)cc2s1; [None]; [None]; [0]
Cc1oc(-c2ccc3nc(N)sc3c2)cc1C(=O)[O-]; [None]; [None]; [0]
CN(c1ccc2nc(N)sc2c1)c1cccc2[nH]ncc12; [None]; [None]; [0]
Nc1nc2ccc(-c3ocnc3-c3ccc(F)cc3)cc2s1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(O)cc3)c(C)c2)o1; [None]; [None]; [0]
CCc1ccc(-c2ccc(-c3nnc(C)o3)cc2C)cc1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3cccc4ncccc34)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(Cl)c(O)c3)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3n[nH]c4ccccc34)c(C)c2)o1; [None]; [None]; [0]
CNS(=O)(=O)c1ccc(-c2ccc(-c3nnc(C)o3)cc2C)cc1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3nc4ccccc4n3C)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3c(Cl)cccc3Cl)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(Oc3ccc(F)cc3)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(C(N)=O)cc3)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(C(N)=O)cc3F)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(O)cc3Cl)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccnc(N)n3)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3cn[nH]c3Cl)c(C)c2)o1; [None]; [None]; [0]
Cc1nnc(-c2ccc(-c3ccc(-c4ccc(O)cc4O)cc3)c(C)c2)o1; [None]; [None]; [0]
COc1cc(-c2ccc(-c3nnc(C)o3)cc2C)ccc1O; [None]; [None]; [0]
